1,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,1,
0,1,0,0,0,0,0,0,
0,1,0,0,0,0,0,0,
0,0,1,1,0,0,0,0,
0,0,1,1,0,0,0,0,
1,0,0,0,0,1,0,0,
1,0,0,0,0,1,0,0,
0,1,0,0,0,0,0,0,
0,1,0,0,0,0,0,0,
0,0,0,0,1,0,0,0,
0,0,0,0,1,0,0,0,
1,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,1,
0,0,1,0,1,0,0,0,
0,0,1,0,1,0,0,0,
0,0,1,0,0,0,0,1,not match,
0,0,0,1,0,0,0,1,
1,1,0,0,0,0,0,0,
1,1,0,0,0,0,0,0,
1,1,0,0,0,0,0,0,
1,1,0,0,0,0,0,0,
0,0,0,0,0,0,1,0,
0,0,0,0,0,0,1,0,
1,0,0,0,0,1,0,0,
1,0,0,0,0,1,0,0,
0,0,1,0,0,0,1,0,
0,0,1,0,0,0,1,0,
1,0,1,0,0,0,0,0,
1,0,1,0,0,0,0,0,
1,1,0,0,0,0,0,0,
1,1,0,0,0,0,0,0,
1,1,0,0,0,0,0,0,
1,1,0,0,0,0,0,0,
1,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,1,
1,1,0,0,0,0,0,0,
1,1,0,0,0,0,0,0,
0,0,1,1,0,0,0,0,
0,0,1,1,0,0,0,0,
1,0,1,0,0,0,0,0,
1,0,1,0,0,0,0,0,
1,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,1,
0,0,0,0,0,0,0,1,
0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,
0,0,1,0,1,0,0,0,
0,0,1,0,1,0,0,0,
0,1,0,0,1,0,0,0,
0,1,0,0,1,0,0,0,
0,1,1,0,0,0,0,0,
0,1,1,0,0,0,0,0,
0,0,0,1,0,0,0,1,
0,0,0,1,0,0,0,1,
0,0,1,0,0,1,0,0,
0,0,1,0,0,1,0,0,
1,0,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,
0,1,0,0,0,1,0,0,
0,1,0,0,0,1,0,0,
0,0,1,0,0,0,0,0,
0,0,1,0,0,0,0,0,
1,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,1,
0,0,1,1,0,0,0,0,
0,0,1,1,0,0,0,0,
0,0,0,0,0,1,0,0,
0,0,0,0,0,1,0,0,
0,0,1,0,1,0,0,0,
0,0,1,0,1,0,0,0,
0,0,0,0,1,0,0,1,
0,0,0,0,1,0,0,1,
0,0,0,1,1,0,0,0,
0,0,0,1,1,0,0,0,
0,0,0,1,0,0,1,0,
0,0,0,1,0,0,1,0,
1,0,1,0,0,0,0,0,
1,0,1,0,0,0,0,0,
0,0,1,0,0,0,0,1,
0,0,1,0,0,0,0,1,
0,0,0,0,0,1,0,0,
0,0,0,0,0,1,0,0,
1,0,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,
0,1,0,0,0,1,0,0,
0,1,0,0,0,1,0,0,
0,0,0,0,0,0,1,0,
0,0,0,0,0,0,1,0,
1,0,0,0,0,1,0,0,
1,0,0,0,0,1,0,0,
0,0,0,1,0,0,0,1,
0,0,0,1,0,0,0,1,
1,1,0,0,0,0,0,0,
1,1,0,0,0,0,0,0,
1,0,0,0,1,0,0,0,
1,0,0,0,1,0,0,0,
1,0,0,0,0,0,1,0,
1,0,0,0,0,0,1,0,
1,1,0,0,0,0,0,0,
1,1,0,0,0,0,0,0,
0,1,0,0,0,0,1,0,
0,1,0,0,0,0,1,0,
0,1,0,1,0,0,0,0,
0,1,0,1,0,0,0,0,
1,0,0,0,0,1,0,0,
1,0,0,0,0,1,0,0,
1,1,0,0,0,0,0,0,
1,1,0,0,0,0,0,0,
1,0,0,0,1,0,0,0,
1,0,0,0,1,0,0,0,
0,0,0,1,0,0,0,0,
0,0,0,1,0,0,0,0,
0,1,0,0,1,0,0,0,
0,1,0,0,1,0,0,0,
0,0,1,0,0,0,0,0,
0,0,1,0,0,0,0,0,
0,0,0,0,0,1,1,0,
0,0,0,0,0,1,1,0,
1,0,1,0,0,0,0,0,
1,0,1,0,0,0,0,0,
0,1,0,0,0,0,1,0,
0,1,0,0,0,0,1,0,
1,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,1,
0,0,0,0,0,1,0,0,not match,
1,0,0,0,0,1,0,0,
0,0,1,0,0,1,0,0,
0,0,1,0,0,1,0,0,
0,0,1,1,0,0,0,0,
0,0,1,1,0,0,0,0,
1,0,0,0,1,0,0,0,
1,0,0,0,1,0,0,0,
0,0,0,0,0,0,1,1,
0,0,0,0,0,0,1,1,
1,1,0,0,0,0,0,0,
1,1,0,0,0,0,0,0,
0,0,1,1,0,0,0,0,
0,0,1,1,0,0,0,0,
0,1,0,0,0,1,0,0,
0,1,0,0,0,1,0,0,
0,1,0,0,0,0,0,1,
0,1,0,0,0,0,0,1,
0,0,0,0,1,0,0,1,
0,0,0,0,1,0,0,1,
0,0,1,0,0,0,1,0,
0,0,1,0,0,0,1,0,
0,1,1,0,0,0,0,0,
0,1,1,0,0,0,0,0,
1,0,0,1,0,0,0,0,
1,0,0,1,0,0,0,0,
0,0,0,0,1,0,0,0,
0,0,0,0,1,0,0,0,
1,0,0,1,0,0,0,0,
1,0,0,1,0,0,0,0,
0,0,0,0,1,0,0,1,
0,0,0,0,1,0,0,1,
0,0,0,0,0,1,0,0,
0,0,0,0,0,1,0,0,
0,0,0,0,1,0,0,1,
0,0,0,0,1,0,0,1,
0,0,1,0,1,0,0,0,
0,0,1,0,1,0,0,0,
0,1,1,0,0,0,0,0,
0,1,1,0,0,0,0,0,
0,1,0,0,0,0,1,0,
0,1,0,0,0,0,1,0,
0,0,1,0,0,1,0,0,
0,0,1,0,0,1,0,0,
0,1,1,0,0,0,0,0,
0,1,1,0,0,0,0,0,
0,0,0,1,0,0,0,0,
0,0,0,1,0,0,0,0,
0,0,0,0,0,1,0,1,
0,0,0,0,0,1,0,1,
0,0,0,0,0,1,0,1,
0,0,0,0,0,1,0,1,
0,0,1,1,0,0,0,0,
0,0,1,1,0,0,0,0,
1,0,0,0,0,0,0,1,not match,
0,0,0,0,0,0,0,1,
1,0,1,0,0,0,0,0,
1,0,1,0,0,0,0,0,
1,0,0,1,0,0,0,0,
1,0,0,1,0,0,0,0,
1,0,0,1,0,0,0,0,
1,0,0,1,0,0,0,0,
0,1,1,0,0,0,0,0,
0,1,1,0,0,0,0,0,
0,0,0,1,0,0,0,1,
0,0,0,1,0,0,0,1,
0,1,0,0,0,0,0,0,
0,1,0,0,0,0,0,0,
0,1,0,0,1,0,0,0,
0,1,0,0,1,0,0,0,
1,1,0,0,0,0,0,0,
1,1,0,0,0,0,0,0,
0,0,0,1,0,1,0,0,
0,0,0,1,0,1,0,0,
